rating,title,review,country,date
2,Inner layer sticks to your face,"After it's been washed a few times the material loosens and when you breath in it sticks to your face, making it difficult to breath.",Canada,2020-12-10
5,Finally a mask that fits my face!,"I have a small face bit this mask fit me perfectly, and doesn't fog up my glasses so much. But if you have a beard or a bigger face this mask may not work for you.",Canada,2020-06-14
1,Garbage product,Absolute garbage.... Unless you're into not being able to breath and your ears being pulled into a comical clown like position,Canada,2020-07-09
1,Mask is no good.,The mask is very uncomfortable now as it shrunk after initial wash! Does not provide the sellers advertised protection.,Canada,2020-07-19
3,They’re ok,"Fogs up my glasses and not large enough for my face, fits my wife but fogs up her glasses as well.",Canada,2020-08-09
5,Good Mask and Nice fit,"Found the mask to fit very comfortably and has adjustment to tighten or loosen around your ears. Also has slot for filter as well. Easy to hand wash without noticing any issue to the material. No issues to date, highly recommend.",Canada,2020-08-26
3,Fits very small then shrinks,They fit very small they're perfect for a child say under 12 or a small adult. However once they've been washed they shrink and they are very very small now. Pretty sure they didn't use pre-shrunk fabric.,Canada,2020-06-21
5,Good mask for price,"I read some reviews that mentioned this mask was too small and would only fit for a child. I think this mask fits perfectly for an adult. It is extremely comfortable and adjustable. I find it easy to breathe as well. I would recommend this product, it is a great price and came in 2 days!",Canada,2020-06-11
1,Order like xxx large for large,Too small I ordered large and I have ordered large masks from other company’s and they were fine this one is too small,Canada,2020-11-16
1,Too small for an adult,This thing does not fit an adult face. I gave it to my two years old son and he is wearing it.,Canada,2020-11-21
1,Not adult sized.,"This product is tiny; the adult sized masks I ordered fit my 4 year old comfortably, and definitely are too small for an adult face",Canada,2020-06-20
5,Recommended!,Really nice look and quality. Very comfortable too. You can adjust the elastic around the ears for a better fit.,Canada,2020-07-08
3,Not great fit,Doesn't fit well at bridge of. nose. I would no buy again. Fogs up even when using it correctly.,Canada,2020-12-31
5,Great fit and comfort,"Thin, soft material, full coverage with adjustable ear loops and nose bridge. Very comfortable",Canada,2020-09-16
5,Parfait!,"Bonne qualité, parfait pour une femme ou une adolescente. Par contre il est trop petit pour mon mari.",Canada,2020-06-12
2,Meh...,Hard to breath and one of the layers sticks to your mouth on the inside .... i never use it,Canada,2021-01-08
5,Great value. Very comfortable.,Great product. I was them on the gentle cycle and hang them to dry. I use the filter in them. Comfortable. Adjustable at the ears. Bought several.,Canada,2020-12-30
3,It is hard to breath wearing the mask,"The mask is a bit small for my face. It doesn’t fully cover the parts of the face that it should cover. It also doesn’t allow for breathing. It is hard to breath while wearing it, specially in hot days. Otherwise I like it. I bought two. So I use one and after use wash it. And always have one extra.",Canada,2020-06-09
5,Comfortable!!!,"I purchased one to try out and bought a few more afterwards. I have recommended it to several of people who have purchased them as well. They are light weight, comfortable, and very breathable. Quick delivery, would recommend to anyone looking for a mask.",Canada,2020-07-15
5,Great,It feels a bit thin but I bought the filters and ear savers and I can reuse it over and over,Canada,2020-06-20
1,Too small..child size,"Fast delivery but extremely small as for child. The elastic straps too short not adjustable.
Not able to use",Canada,2020-06-20
4,Fogs up glasses,The one thing I don’t like about this mask is it causes my glasses to fog up. Otherwise the mask is great! Fits is good and the ear loops are adjustable.,Canada,2020-09-10
5,Masques lavables,Très confortables. En ai donné en cadeau. Même appréciation que moi. Bon choix.,Canada,2020-07-28
5,Quality as well as lightweight,Quality is great. Light and breathable. I did find a little pricey as they were $14.99. Would like to see around $10 as this is the going rate with my local stores with similar quality. Would purchase again.,Canada,2020-08-05
